Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
473.0,484.0,0.334,0.122,242.86,1.4,0.0,0.0,0.0
1370.0,879.0,2.106,0.424,239.45,9.0,0.0,1.0,29.0
400.0,1309.0,1.014,0.098,241.5,4.2,0.0,0.0,0.0
140.0,1188.0,0.288,0.0,238.13,1.4,0.0,0.0,0.0
1386.0,791.0,0.398,0.0,243.85,1.6,0.0,0.0,0.0
250.0,737.0,0.288,0.238,240.06,1.6,0.0,0.0,0.0
777.0,438.0,0.408,0.2,246.6,1.8,0.0,0.0,0.0
569.0,830.0,1.374,0.074,239.16,5.6,0.0,0.0,18.0
799.0,854.0,0.366,0.0,241.4,1.6,0.0,0.0,0.0
1088.0,801.0,0.246,0.0,242.27,1.0,0.0,0.0,1.0
1051.0,877.0,0.514,0.238,242.66,2.2,0.0,1.0,1.0
732.0,850.0,2.08,0.064,240.83,8.6,0.0,0.0,18.0
907.0,510.0,0.244,0.0,241.81,1.2,0.0,0.0,1.0
689.0,398.0,0.26,0.0,243.47,1.2,0.0,0.0,0.0
664.0,10.0,0.244,0.0,238.13,1.0,0.0,0.0,0.0
766.0,1165.0,1.918,0.226,241.42,8.0,0.0,0.0,18.0
1347.0,311.0,0.382,0.084,245.82,1.6,0.0,0.0,0.0
1287.0,428.0,0.418,0.336,241.27,2.2,0.0,2.0,1.0
727.0,1313.0,1.18,0.512,247.24,5.6,0.0,0.0,0.0
842.0,1415.0,0.268,0.0,242.21,1.2,0.0,0.0,0.0
1214.0,382.0,0.262,0.0,246.18,1.0,0.0,0.0,0.0
1325.0,949.0,0.234,0.088,240.51,1.0,0.0,0.0,1.0
216.0,683.0,0.194,0.09,235.52,0.8,0.0,1.0,0.0
120.0,690.0,0.218,0.0,241.72,0.8,0.0,0.0,0.0
1117.0,133.0,1.69,0.55,239.1,8.2,0.0,2.0,1.0
339.0,545.0,0.33,0.102,243.58,1.4,0.0,0.0,0.0
1127.0,25.0,0.47,0.064,240.85,1.8,0.0,0.0,1.0
27.0,732.0,1.392,0.174,240.47,5.8,0.0,1.0,17.0
1263.0,10.0,0.336,0.096,242.24,1.4,0.0,0.0,1.0
1203.0,1243.0,0.498,0.19,242.71,2.2,0.0,2.0,0.0
270.0,759.0,0.218,0.124,240.55,1.0,0.0,0.0,0.0
1305.0,1076.0,0.574,0.064,239.95,2.6,0.0,0.0,1.0
1048.0,837.0,0.47,0.332,240.15,2.4,0.0,1.0,1.0
171.0,226.0,0.86,0.342,235.44,4.4,0.0,0.0,0.0
1111.0,665.0,0.278,0.0,243.47,1.2,0.0,0.0,0.0
836.0,1093.0,1.424,0.062,241.98,5.8,0.0,0.0,18.0
452.0,514.0,1.28,0.0,239.9,5.2,0.0,0.0,18.0
412.0,1292.0,1.872,0.154,243.46,7.6,0.0,0.0,18.0
761.0,327.0,0.428,0.07,247.49,1.8,0.0,0.0,0.0
364.0,1374.0,1.436,0.0,244.41,5.8,0.0,0.0,18.0
873.0,824.0,1.526,0.2,241.55,6.4,0.0,0.0,18.0
880.0,1223.0,0.228,0.0,239.81,1.0,0.0,0.0,1.0
916.0,986.0,1.344,0.196,238.38,5.6,0.0,0.0,18.0
1155.0,776.0,1.36,0.068,244.2,5.4,0.0,0.0,19.0
1126.0,822.0,1.778,0.0,242.07,7.2,0.0,1.0,19.0
598.0,374.0,0.174,0.148,239.89,0.8,0.0,0.0,0.0
140.0,1393.0,1.54,0.09,234.19,6.6,0.0,0.0,17.0
439.0,630.0,0.222,0.0,241.02,0.8,0.0,0.0,0.0
749.0,350.0,1.86,0.276,242.83,7.6,0.0,1.0,18.0
1435.0,918.0,1.42,0.094,241.94,5.8,0.0,0.0,18.0
287.0,494.0,0.22,0.0,241.66,1.0,0.0,0.0,0.0
1312.0,209.0,1.89,0.22,242.19,7.8,0.0,2.0,18.0
1120.0,358.0,2.038,0.326,246.14,8.4,0.0,0.0,19.0
1142.0,971.0,0.46,0.084,241.02,1.8,0.0,1.0,1.0
717.0,1269.0,1.4,0.066,244.62,5.6,0.0,0.0,18.0
984.0,1319.0,0.326,0.274,242.78,1.6,0.0,1.0,1.0
631.0,937.0,0.292,0.1,242.12,1.2,0.0,0.0,0.0
1086.0,1314.0,2.49,0.446,243.66,10.4,0.0,0.0,18.0
209.0,1382.0,0.206,0.0,241.57,1.0,0.0,0.0,0.0
554.0,65.0,2.186,0.398,242.49,9.0,0.0,0.0,19.0
790.0,470.0,0.218,0.0,242.26,0.8,0.0,0.0,0.0
1437.0,1090.0,2.526,0.226,236.81,11.6,14.0,2.0,18.0
104.0,569.0,0.316,0.126,243.5,1.4,0.0,0.0,0.0
437.0,1127.0,0.292,0.088,238.16,1.2,0.0,1.0,0.0
1390.0,1084.0,0.372,0.0,239.58,1.6,0.0,0.0,1.0
381.0,860.0,1.282,0.0,241.96,5.2,0.0,0.0,0.0
119.0,522.0,0.364,0.142,239.3,1.8,0.0,0.0,0.0
1430.0,422.0,0.324,0.084,242.0,1.4,0.0,0.0,0.0
450.0,1321.0,0.34,0.116,244.83,1.4,0.0,0.0,0.0
110.0,786.0,0.32,0.11,243.17,1.4,0.0,0.0,0.0
1072.0,358.0,1.522,0.312,240.38,6.4,0.0,1.0,19.0
1040.0,915.0,1.674,0.054,242.37,6.8,1.0,0.0,18.0
713.0,175.0,2.262,0.098,242.65,9.2,2.0,0.0,18.0
452.0,1372.0,0.352,0.102,243.37,1.4,0.0,0.0,0.0
255.0,24.0,0.288,0.252,239.92,1.6,0.0,1.0,0.0
1089.0,96.0,1.896,0.24,239.17,8.0,0.0,2.0,0.0
837.0,984.0,1.398,0.098,241.01,5.8,0.0,0.0,18.0
704.0,1162.0,0.694,0.05,242.7,3.8,0.0,1.0,0.0
965.0,867.0,0.234,0.134,241.34,1.0,0.0,0.0,1.0
1272.0,1133.0,1.388,0.104,242.94,5.6,0.0,0.0,19.0
1383.0,935.0,1.712,0.256,238.88,7.2,0.0,1.0,19.0
1336.0,190.0,0.256,0.124,242.14,1.2,0.0,0.0,1.0
1378.0,147.0,2.902,0.144,237.06,12.2,0.0,1.0,18.0
962.0,941.0,0.884,0.276,241.12,3.8,0.0,0.0,12.0
380.0,196.0,1.58,0.078,237.65,6.6,0.0,1.0,18.0
764.0,930.0,1.81,0.274,243.17,7.6,0.0,2.0,0.0
1181.0,910.0,1.834,0.152,243.69,7.4,0.0,1.0,19.0
764.0,787.0,0.218,0.062,249.0,0.8,0.0,0.0,0.0
320.0,747.0,0.304,0.108,242.54,1.2,0.0,0.0,0.0
472.0,23.0,0.35,0.09,242.6,1.4,0.0,0.0,0.0
707.0,1047.0,1.424,0.0,240.96,5.8,0.0,0.0,18.0
1045.0,1165.0,0.912,0.268,240.08,3.8,0.0,1.0,11.0
1193.0,1125.0,1.542,0.148,241.01,6.4,0.0,0.0,18.0
1026.0,1166.0,0.498,0.218,241.56,2.2,0.0,0.0,1.0
167.0,1256.0,0.292,0.078,234.54,1.2,0.0,1.0,0.0
1387.0,702.0,0.452,0.068,241.73,1.8,0.0,0.0,1.0
944.0,1130.0,0.252,0.146,245.42,1.2,0.0,1.0,1.0
355.0,171.0,3.794,0.402,234.5,16.2,1.0,0.0,17.0
50.0,292.0,1.452,0.06,236.45,6.2,0.0,0.0,0.0
658.0,1148.0,2.174,0.348,234.27,9.4,0.0,1.0,17.0
1130.0,784.0,1.462,0.0,242.74,6.0,0.0,0.0,19.0
1107.0,13.0,2.716,0.506,236.29,11.6,0.0,2.0,18.0
1335.0,546.0,0.242,0.104,240.28,1.0,0.0,1.0,0.0
949.0,1418.0,0.288,0.046,244.62,1.2,0.0,0.0,0.0
1432.0,468.0,0.248,0.052,242.25,1.2,0.0,0.0,0.0
754.0,876.0,1.918,0.234,239.75,8.0,1.0,1.0,18.0
102.0,117.0,2.67,0.384,234.53,12.4,0.0,16.0,0.0
1201.0,1182.0,3.748,0.132,238.28,15.6,0.0,38.0,18.0
553.0,647.0,0.158,0.0,240.08,0.6,0.0,0.0,1.0
717.0,1069.0,1.492,0.056,239.21,6.2,0.0,0.0,17.0
328.0,227.0,2.142,0.328,236.08,9.2,0.0,1.0,0.0
266.0,1247.0,0.222,0.0,238.38,1.0,0.0,0.0,0.0
921.0,359.0,0.246,0.116,245.57,1.0,0.0,0.0,1.0
1267.0,1237.0,2.914,0.102,237.18,12.6,44.0,0.0,1.0
33.0,1346.0,1.52,0.286,242.71,6.2,0.0,2.0,18.0
1400.0,146.0,0.424,0.222,241.34,2.0,0.0,1.0,1.0
1068.0,561.0,0.226,0.0,244.24,0.8,0.0,0.0,1.0
251.0,360.0,1.208,0.0,242.2,5.0,0.0,0.0,0.0
306.0,1340.0,0.412,0.158,240.0,1.8,0.0,1.0,0.0
1151.0,947.0,1.294,0.046,239.18,5.4,0.0,0.0,19.0
933.0,610.0,0.482,0.202,243.92,2.6,0.0,1.0,5.0
1038.0,1274.0,0.232,0.0,245.8,0.8,0.0,0.0,1.0
1111.0,1088.0,1.468,0.132,242.96,6.0,0.0,0.0,19.0
1207.0,437.0,0.236,0.0,244.42,1.0,0.0,0.0,1.0
243.0,985.0,1.402,0.0,237.48,6.0,0.0,0.0,17.0
211.0,923.0,0.398,0.094,241.48,1.8,0.0,0.0,0.0
844.0,1218.0,0.526,0.096,239.96,2.4,0.0,1.0,0.0
1406.0,912.0,1.498,0.196,242.49,6.2,0.0,1.0,18.0
1397.0,1151.0,1.632,0.17,239.6,6.8,0.0,0.0,18.0
386.0,840.0,0.23,0.0,241.9,1.0,0.0,0.0,0.0
98.0,1298.0,3.722,0.226,238.32,15.6,2.0,36.0,17.0
1414.0,345.0,3.266,0.078,241.7,13.4,0.0,0.0,18.0
1397.0,1213.0,1.354,0.066,242.65,5.6,0.0,0.0,19.0
759.0,891.0,4.166,0.05,241.25,17.2,39.0,0.0,18.0
1419.0,75.0,1.778,0.47,239.83,7.6,0.0,2.0,10.0
1362.0,933.0,1.85,0.114,238.61,7.8,0.0,1.0,18.0
641.0,493.0,0.332,0.268,243.67,1.6,0.0,2.0,0.0
366.0,1437.0,0.312,0.1,241.48,1.4,0.0,0.0,0.0
1198.0,59.0,0.93,0.524,237.65,4.4,0.0,0.0,1.0
1014.0,1357.0,0.212,0.12,244.42,1.0,0.0,1.0,1.0
670.0,51.0,0.392,0.088,238.66,1.6,0.0,0.0,0.0
1152.0,1120.0,1.724,0.338,242.46,7.2,0.0,3.0,19.0
1385.0,1050.0,0.35,0.0,239.54,1.4,0.0,0.0,1.0
222.0,912.0,1.308,0.11,235.24,5.6,1.0,0.0,17.0
242.0,212.0,0.202,0.146,242.72,1.0,0.0,0.0,0.0
1080.0,716.0,0.37,0.104,246.94,1.6,0.0,0.0,1.0
277.0,638.0,0.272,0.198,241.31,1.4,0.0,1.0,0.0
1406.0,1043.0,1.332,0.064,241.49,5.4,0.0,0.0,18.0
694.0,728.0,0.764,0.106,241.6,3.2,0.0,0.0,0.0
944.0,1251.0,0.236,0.114,240.87,1.0,0.0,0.0,1.0
285.0,899.0,2.588,0.058,236.36,11.0,1.0,0.0,17.0
1193.0,774.0,0.244,0.0,242.54,1.0,0.0,0.0,1.0
536.0,85.0,1.262,0.0,232.16,5.4,0.0,1.0,17.0
937.0,518.0,0.25,0.128,241.14,1.2,0.0,0.0,0.0
1255.0,1048.0,0.818,0.0,237.08,3.4,0.0,0.0,1.0
880.0,148.0,2.67,0.272,239.76,11.2,0.0,2.0,19.0
502.0,777.0,0.258,0.0,243.81,1.0,0.0,0.0,0.0
464.0,625.0,0.23,0.0,246.92,1.0,0.0,0.0,0.0
1129.0,311.0,2.116,0.0,240.71,8.8,0.0,0.0,18.0
845.0,1243.0,0.506,0.0,242.15,2.0,0.0,0.0,1.0
1408.0,1236.0,5.274,0.094,240.33,22.0,1.0,62.0,18.0
409.0,1297.0,3.314,0.11,239.78,14.0,0.0,29.0,18.0
880.0,774.0,0.402,0.218,241.39,1.8,0.0,1.0,1.0
906.0,757.0,0.244,0.0,243.0,1.2,0.0,0.0,1.0
1098.0,532.0,0.256,0.0,247.58,1.0,0.0,0.0,1.0
1037.0,1300.0,0.324,0.062,241.52,1.4,0.0,1.0,0.0
631.0,453.0,0.284,0.114,240.42,1.2,0.0,0.0,1.0
555.0,869.0,1.366,0.06,236.88,5.8,0.0,0.0,18.0
751.0,1422.0,0.358,0.068,245.22,1.6,0.0,1.0,0.0
152.0,271.0,1.824,0.136,229.47,8.0,0.0,0.0,16.0
1396.0,225.0,2.398,0.228,240.91,10.0,0.0,1.0,19.0
178.0,582.0,0.266,0.192,240.46,1.4,0.0,2.0,0.0
766.0,729.0,0.218,0.058,245.89,1.0,0.0,0.0,0.0
793.0,1253.0,0.302,0.056,243.59,1.4,0.0,0.0,0.0
614.0,492.0,0.156,0.118,238.53,0.8,0.0,0.0,1.0
1370.0,534.0,0.146,0.0,241.06,0.6,0.0,0.0,0.0
1167.0,1368.0,2.122,0.0,244.58,8.6,0.0,0.0,19.0
1277.0,696.0,1.232,0.0,239.66,5.0,0.0,0.0,18.0
3.0,902.0,2.02,0.0,238.45,8.4,0.0,1.0,18.0
1320.0,470.0,1.312,0.0,238.3,5.4,1.0,0.0,18.0
7.0,1284.0,4.786,0.322,239.86,20.0,0.0,0.0,18.0
818.0,404.0,0.294,0.066,243.85,1.2,0.0,0.0,0.0
516.0,803.0,0.466,0.214,238.96,2.2,0.0,1.0,1.0
297.0,346.0,0.498,0.302,243.79,2.4,0.0,2.0,0.0
1126.0,102.0,1.828,0.27,240.06,7.6,0.0,0.0,1.0
464.0,122.0,2.634,0.0,238.61,11.0,0.0,0.0,0.0
1147.0,85.0,0.666,0.048,238.49,2.8,0.0,0.0,0.0
553.0,248.0,1.266,0.074,239.6,5.2,0.0,0.0,18.0
624.0,1114.0,0.16,0.14,240.94,0.8,0.0,2.0,0.0
665.0,1283.0,0.45,0.0,241.77,1.8,1.0,0.0,1.0
4.0,1241.0,1.326,0.0,244.85,5.4,0.0,0.0,18.0
184.0,809.0,0.144,0.0,241.07,0.6,0.0,0.0,0.0
281.0,1011.0,1.806,0.342,238.99,7.6,4.0,5.0,18.0
1027.0,903.0,1.868,0.204,239.17,7.8,0.0,1.0,18.0
74.0,751.0,0.324,0.124,241.53,1.4,0.0,0.0,0.0
1255.0,1108.0,0.47,0.118,242.13,2.0,0.0,0.0,0.0
1185.0,790.0,0.252,0.0,243.05,1.0,0.0,0.0,1.0
378.0,186.0,1.656,0.104,235.64,7.0,0.0,0.0,0.0
255.0,1110.0,0.554,0.21,238.18,2.4,0.0,1.0,0.0
588.0,471.0,0.148,0.0,240.9,0.6,0.0,0.0,0.0
1116.0,902.0,2.278,0.252,243.57,9.4,1.0,1.0,19.0
1190.0,691.0,0.602,0.1,241.01,2.6,0.0,0.0,1.0
91.0,369.0,0.23,0.0,243.94,1.0,0.0,0.0,0.0
1109.0,745.0,1.388,0.0,242.96,5.6,0.0,0.0,20.0
36.0,1377.0,1.296,0.11,240.3,5.4,0.0,0.0,0.0
535.0,1095.0,1.9,0.074,232.49,8.2,0.0,0.0,17.0
992.0,553.0,0.514,0.05,240.3,2.6,0.0,0.0,5.0
298.0,964.0,0.4,0.206,238.32,1.8,0.0,2.0,0.0
871.0,626.0,0.344,0.106,241.41,1.4,0.0,0.0,1.0
1059.0,1003.0,1.31,0.0,241.39,5.4,0.0,0.0,19.0
1057.0,328.0,0.95,0.074,242.91,3.8,0.0,0.0,0.0
1377.0,1396.0,0.3,0.0,244.37,1.2,0.0,0.0,1.0
1372.0,182.0,1.612,0.158,237.53,6.8,0.0,2.0,18.0
1063.0,0.0,0.784,0.08,240.4,3.2,0.0,1.0,1.0
1194.0,889.0,1.74,0.098,239.5,7.2,0.0,0.0,19.0
111.0,1356.0,0.306,0.112,243.45,1.4,0.0,1.0,0.0
9.0,577.0,0.544,0.0,249.47,2.2,0.0,0.0,0.0
622.0,449.0,0.082,0.0,242.03,0.2,0.0,0.0,1.0
203.0,1399.0,0.296,0.218,240.0,1.4,0.0,0.0,0.0
791.0,741.0,0.216,0.0,244.23,0.8,0.0,0.0,0.0
1299.0,1300.0,1.314,0.086,239.74,5.4,0.0,0.0,18.0
1095.0,865.0,3.388,0.1,242.1,14.0,0.0,0.0,18.0
988.0,1414.0,0.512,0.368,243.47,2.6,0.0,1.0,0.0
162.0,1016.0,0.488,0.056,232.15,2.4,0.0,1.0,0.0
1433.0,947.0,1.3,0.066,242.07,5.4,0.0,0.0,18.0
1190.0,529.0,0.244,0.0,243.07,1.0,0.0,0.0,0.0
1031.0,876.0,1.626,0.0,237.2,6.8,1.0,0.0,18.0
754.0,5.0,0.26,0.046,242.91,1.2,0.0,0.0,0.0
393.0,715.0,1.292,0.0,242.96,5.2,0.0,0.0,0.0
340.0,911.0,1.944,0.048,237.55,8.2,0.0,0.0,17.0
796.0,206.0,0.302,0.064,240.92,1.2,0.0,0.0,0.0
82.0,327.0,2.396,0.0,239.86,10.0,0.0,0.0,18.0
1310.0,614.0,0.18,0.0,242.07,0.8,0.0,0.0,1.0
1228.0,36.0,0.24,0.0,242.2,1.0,0.0,0.0,0.0
428.0,1063.0,1.498,0.046,242.07,6.2,1.0,0.0,18.0
925.0,300.0,1.326,0.062,239.54,5.4,0.0,0.0,0.0
138.0,1084.0,0.108,0.0,233.25,0.6,0.0,0.0,0.0
1305.0,454.0,0.38,0.226,238.98,2.0,0.0,1.0,1.0
684.0,660.0,0.68,0.062,240.46,2.8,0.0,0.0,0.0
326.0,438.0,0.358,0.122,240.69,1.6,0.0,1.0,0.0
1058.0,695.0,0.322,0.118,246.6,1.4,0.0,0.0,0.0
721.0,1237.0,4.11,0.112,237.84,17.2,0.0,37.0,17.0
1257.0,39.0,0.332,0.106,237.87,1.4,0.0,0.0,0.0
767.0,1019.0,1.45,0.184,240.93,6.0,0.0,0.0,17.0
134.0,1419.0,0.602,0.1,241.01,2.6,0.0,0.0,1.0
1319.0,108.0,0.15,0.0,232.82,0.6,0.0,0.0,0.0
1082.0,591.0,0.32,0.112,243.56,1.4,0.0,1.0,1.0
1214.0,1400.0,0.552,0.208,241.15,2.4,1.0,1.0,0.0
972.0,857.0,0.268,0.09,240.0,1.2,0.0,0.0,1.0
1380.0,1097.0,0.602,0.1,241.01,2.6,0.0,0.0,1.0
540.0,604.0,0.23,0.096,241.76,1.0,0.0,0.0,1.0
915.0,421.0,0.386,0.086,244.12,1.6,0.0,0.0,0.0
1176.0,1256.0,0.254,0.0,247.12,1.0,0.0,0.0,1.0
1332.0,851.0,0.258,0.118,240.08,1.2,0.0,0.0,1.0
906.0,1135.0,1.322,0.0,239.48,5.6,0.0,0.0,18.0
396.0,794.0,0.54,0.094,242.44,2.4,0.0,0.0,0.0
1133.0,232.0,1.244,0.098,240.01,5.2,0.0,0.0,0.0
17.0,811.0,0.484,0.174,245.19,2.0,0.0,0.0,0.0
252.0,613.0,0.394,0.368,242.34,2.2,0.0,2.0,0.0
157.0,288.0,2.466,0.17,233.77,10.6,0.0,0.0,17.0
1029.0,461.0,0.312,0.1,241.94,1.2,0.0,0.0,1.0
631.0,905.0,0.28,0.098,242.95,1.2,0.0,0.0,1.0
48.0,1379.0,0.44,0.278,241.57,2.2,0.0,2.0,0.0
1250.0,772.0,0.464,0.08,240.96,2.0,0.0,1.0,0.0
11.0,991.0,2.166,0.15,239.76,9.0,0.0,0.0,18.0
498.0,514.0,0.62,0.0,242.39,2.6,0.0,0.0,1.0
1392.0,362.0,0.568,0.3,245.02,2.6,0.0,1.0,1.0
449.0,151.0,3.436,0.344,238.22,14.6,0.0,0.0,17.0
614.0,255.0,0.266,0.27,239.98,1.4,0.0,1.0,1.0
1393.0,1157.0,0.63,0.242,244.95,2.8,0.0,1.0,1.0
350.0,840.0,0.222,0.0,242.63,1.0,0.0,0.0,0.0
1404.0,960.0,1.748,0.068,237.56,7.2,0.0,0.0,18.0
769.0,54.0,2.19,0.0,237.04,9.2,0.0,0.0,17.0
74.0,550.0,0.314,0.126,244.81,1.4,0.0,1.0,0.0
668.0,1015.0,2.908,0.508,238.69,12.4,0.0,0.0,18.0
1356.0,567.0,0.634,0.332,239.86,3.4,0.0,1.0,4.0
62.0,1114.0,1.404,0.114,238.57,5.8,0.0,0.0,18.0
374.0,65.0,2.04,0.142,238.88,8.6,0.0,0.0,0.0
618.0,1355.0,0.164,0.146,243.1,0.8,0.0,1.0,1.0
1403.0,553.0,0.28,0.0,242.91,1.2,0.0,0.0,0.0
1338.0,746.0,0.16,0.0,243.58,0.6,0.0,0.0,1.0
128.0,1246.0,0.142,0.0,236.67,0.6,0.0,0.0,0.0
1297.0,1197.0,0.538,0.0,242.56,2.2,0.0,0.0,1.0
315.0,632.0,0.508,0.09,240.86,2.4,0.0,0.0,0.0
1144.0,451.0,1.49,0.062,244.12,6.0,0.0,0.0,19.0
860.0,446.0,0.382,0.076,242.51,1.8,0.0,0.0,1.0
968.0,1114.0,0.3,0.248,242.59,1.6,0.0,1.0,1.0
1180.0,1188.0,1.486,0.072,244.13,6.0,0.0,0.0,19.0
105.0,698.0,2.498,0.134,239.3,10.4,0.0,0.0,0.0
787.0,803.0,1.086,0.262,241.75,4.6,0.0,1.0,0.0
574.0,927.0,0.138,0.0,241.87,0.6,0.0,0.0,1.0
749.0,1216.0,0.394,0.25,245.64,1.8,0.0,2.0,0.0
256.0,641.0,0.242,0.14,242.54,1.2,0.0,0.0,0.0
662.0,479.0,1.082,0.366,241.85,4.6,0.0,1.0,11.0
296.0,119.0,1.968,0.07,235.98,8.2,0.0,0.0,0.0
512.0,311.0,3.224,0.126,236.97,13.6,0.0,0.0,18.0
350.0,558.0,0.322,0.098,244.46,1.4,0.0,0.0,0.0
389.0,1326.0,0.382,0.112,244.89,1.6,0.0,0.0,0.0
981.0,870.0,0.468,0.182,242.45,2.0,0.0,0.0,1.0
1358.0,1032.0,1.59,0.498,240.6,7.4,0.0,1.0,0.0
1338.0,977.0,0.16,0.0,244.69,0.6,0.0,0.0,0.0
58.0,343.0,1.356,0.0,245.68,5.4,0.0,0.0,19.0
1368.0,1205.0,0.986,0.18,241.06,5.0,0.0,0.0,0.0
301.0,1112.0,0.328,0.09,241.51,1.4,0.0,0.0,0.0
154.0,1335.0,1.492,0.14,234.76,6.4,2.0,0.0,17.0
608.0,496.0,0.166,0.14,241.32,0.8,0.0,1.0,1.0
206.0,816.0,1.502,0.0,240.54,6.2,0.0,0.0,18.0
1174.0,1423.0,0.274,0.0,242.58,1.2,0.0,0.0,1.0
1116.0,158.0,1.6,0.262,243.7,6.6,0.0,0.0,1.0
355.0,228.0,4.56,0.338,233.54,19.4,37.0,1.0,0.0
1330.0,43.0,0.23,0.094,242.0,1.0,0.0,0.0,1.0
727.0,287.0,1.654,0.112,240.56,6.8,0.0,0.0,0.0
418.0,395.0,0.904,0.05,242.44,3.8,0.0,0.0,0.0
1016.0,662.0,0.226,0.122,243.4,1.0,0.0,0.0,1.0
420.0,607.0,0.31,0.102,244.44,1.4,0.0,0.0,0.0
856.0,1416.0,0.72,0.116,244.18,3.0,0.0,0.0,0.0
1028.0,1147.0,2.314,0.19,239.79,9.6,0.0,2.0,18.0
658.0,1358.0,2.13,0.086,241.66,8.8,0.0,0.0,18.0
853.0,920.0,1.542,0.138,239.85,6.4,0.0,2.0,18.0
606.0,1.0,0.23,0.19,241.08,1.4,0.0,0.0,0.0
1426.0,12.0,2.226,0.0,232.23,9.6,0.0,1.0,17.0
288.0,1224.0,0.5,0.308,238.63,2.4,0.0,1.0,0.0
1219.0,106.0,1.546,0.0,238.18,6.4,0.0,0.0,18.0
1435.0,461.0,0.298,0.06,244.5,1.2,0.0,0.0,0.0
942.0,676.0,0.262,0.122,243.15,1.2,0.0,2.0,1.0
1238.0,1016.0,1.256,0.066,235.13,5.2,0.0,0.0,18.0
716.0,943.0,1.93,0.048,239.68,8.0,0.0,0.0,18.0
915.0,1252.0,0.312,0.224,238.31,1.6,0.0,1.0,1.0
1072.0,151.0,2.504,0.298,237.74,10.6,0.0,0.0,18.0
26.0,103.0,3.494,0.184,236.08,14.8,0.0,0.0,17.0
447.0,825.0,1.696,0.0,242.0,7.0,0.0,0.0,18.0
1317.0,550.0,0.244,0.094,239.36,1.0,0.0,1.0,1.0
1117.0,1331.0,0.366,0.128,249.24,1.6,0.0,0.0,1.0
416.0,910.0,1.534,0.102,240.53,6.4,1.0,0.0,18.0
434.0,850.0,0.32,0.094,242.17,1.4,0.0,0.0,0.0
1138.0,1076.0,1.538,0.222,244.17,6.2,0.0,0.0,19.0
680.0,1333.0,0.208,0.05,243.77,0.8,0.0,0.0,0.0
1317.0,569.0,0.338,0.224,239.29,1.6,0.0,1.0,1.0
319.0,313.0,0.312,0.104,242.89,1.4,0.0,2.0,0.0
665.0,361.0,1.308,0.088,243.55,5.4,0.0,1.0,0.0
893.0,1162.0,1.39,0.066,229.84,6.0,0.0,0.0,17.0
520.0,761.0,1.308,0.102,237.09,5.4,0.0,1.0,18.0
846.0,592.0,1.412,0.152,240.77,6.0,0.0,0.0,18.0
643.0,639.0,0.156,0.0,242.14,0.6,0.0,0.0,1.0
1065.0,963.0,1.338,0.0,239.18,5.6,0.0,0.0,18.0
612.0,757.0,0.174,0.152,240.57,0.8,0.0,0.0,1.0
503.0,626.0,0.252,0.0,243.1,1.0,0.0,0.0,1.0
974.0,372.0,0.36,0.236,240.82,1.8,2.0,1.0,1.0
149.0,153.0,0.942,0.512,233.41,4.6,0.0,0.0,0.0
1313.0,1253.0,0.834,0.182,240.94,3.4,0.0,0.0,1.0
452.0,320.0,1.484,0.0,240.62,6.0,2.0,0.0,17.0
929.0,745.0,0.264,0.086,243.84,1.2,0.0,0.0,1.0
406.0,1325.0,1.916,0.0,239.25,8.0,0.0,0.0,17.0
1312.0,431.0,0.43,0.228,242.86,2.0,0.0,2.0,0.0
1144.0,9.0,0.238,0.0,245.08,1.0,0.0,0.0,1.0
3.0,536.0,0.334,0.126,246.29,1.4,0.0,2.0,0.0
1007.0,39.0,0.236,0.12,242.8,1.0,0.0,2.0,1.0
1278.0,851.0,0.308,0.082,240.18,1.4,0.0,0.0,0.0
1288.0,328.0,0.346,0.256,243.9,1.8,0.0,1.0,1.0
45.0,1044.0,0.232,0.0,240.98,1.0,0.0,0.0,0.0
39.0,1239.0,1.484,0.144,241.65,6.2,2.0,0.0,18.0
339.0,251.0,2.548,0.202,239.54,11.0,0.0,1.0,0.0
612.0,354.0,0.082,0.0,242.56,0.2,0.0,0.0,0.0
58.0,1062.0,1.256,0.0,234.55,5.2,0.0,0.0,17.0
194.0,1068.0,1.248,0.0,233.45,5.4,0.0,2.0,16.0
1267.0,237.0,0.338,0.196,238.94,1.6,0.0,0.0,1.0
1388.0,1421.0,0.286,0.064,243.32,1.2,0.0,0.0,1.0
247.0,1118.0,0.118,0.0,242.5,0.6,0.0,0.0,0.0
472.0,859.0,1.074,0.0,241.75,4.4,0.0,0.0,0.0
1237.0,431.0,0.472,0.152,236.89,2.0,0.0,0.0,1.0
464.0,129.0,2.976,0.0,240.39,12.4,0.0,0.0,18.0
1419.0,430.0,0.432,0.212,248.32,1.8,0.0,2.0,1.0
1111.0,1304.0,1.42,0.126,242.78,5.8,0.0,2.0,19.0
1388.0,374.0,0.966,0.324,243.82,4.4,0.0,0.0,7.0
1380.0,847.0,0.602,0.1,241.01,2.6,0.0,0.0,1.0
137.0,1126.0,0.29,0.226,234.91,1.6,0.0,1.0,0.0
966.0,388.0,0.302,0.25,240.03,1.6,0.0,2.0,1.0
1061.0,1273.0,1.966,0.348,243.42,8.2,2.0,0.0,19.0
683.0,1164.0,1.77,0.07,242.12,7.2,0.0,0.0,18.0
